index,seed,prompt,language,pair_id,source_dataset,source_id,prompt_sha256
98,52049,"integrated_multimodal_description: Visual style: Naturalistic live-action beach footage in warm overcast late-afternoon light, with realistic wet fur, rolling surf, and an observational documentary tone; no music. Setting: A low-tide ocean beach with a wide surf line. Waves roll in over pale sand, thin foam, and shallow backwash before draining back into the sea. Duration: 8 seconds. [Shot 1, 00:00.000–00:08.000] Full-body low-angle shot at the surf line, with open water behind the dog and wet sand in front. Static low beach-level camera framing the surf lane diagonally, so dog and cat travel from the upper right to the lower left within the frame. Visible subjects: Medium-sized rust-colored retriever mix with dense, waterlogged fur and a broad gentle jaw. Slender gray tabby cat with flattened wet fur, carried passively by the scruff. From 00:00.000 to 00:02.500: The soaked retriever-mix dog paddles out of the foam with its head above the water, holding a slender gray tabby cat by the scruff in its mouth; the cat's wet body hangs low beside the dog's jaw and its hind legs trail without struggling. From 00:02.500 to 00:05.500: The dog's front paws hit packed sand under the retreating wash; it pushes its chest out of the shallows, keeps its jaw closed around the cat's scruff, and wades steadily forward as sheets of seawater shed from its coat. From 00:05.500 to 00:08.000: The dog strides up onto the wet beach in a steady trot, still carrying the tabby by the scruff; rivulets fall from both animals, the dog's ears bob with each step, and the cat's tail sways gently.
overall_soundscape: [00:00.000–00:08.000] Layered ocean surf: waves hiss up the sand, pause, then drain back through grit with a soft rattle. Its source is Visible low-tide surf line with rolling waves, foam, and swash draining across the wet sand., placed on screen. It is synchronized with the corresponding visible action. [00:00.200–00:08.000] Heavy paddling splashes and paw slaps, then sloshing footfalls and dripping water as the dog reaches the wet sand. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:01.000–00:08.000] Muffled, rhythmic nasal breaths and faint whuffles from the dog while its mouth is occupied carrying the cat. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action.
spoken_dialogue: None.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vp-050,vidprom_50k,vidprom_50k-dbb6d990b7cd8177,5a3419c7e719b1c3efe4f5caea61d84c945d35323ac8480c66066c2a8e61b021
99,52049,"integrated_multimodal_description: 视觉风格：自然主义实拍海滩镜头，处于温暖而阴沉的下午后段光线中，有逼真的湿毛、翻涌的碎浪和观察式纪录片氛围；无音乐。场景：一片低潮海洋沙滩，拍岸浪线很宽。海浪滚过浅色的沙、细薄的泡沫和浅浅的回流，然后再退回海中。时长：8 seconds。[Shot 1, 00:00.000–00:08.000] 在拍岸浪线处拍全身低角度镜头，狗身后是开阔的水域，身前是湿沙。低机位静止在沙滩高度，斜向构图取景碎浪带，使狗和猫在画面内从右上方向左下方移动。可见主体：一只中等体型的锈色寻回犬混种犬，被水浸透的毛发浓密，下颚宽阔温和；一只瘦长的灰色虎斑猫，湿毛紧贴扁平，被动地被叼着后颈。从 00:00.000 到 00:02.500: 湿透的寻回犬混种犬头露出水面，从泡沫中划水而出，嘴里叼着一只瘦长的灰色虎斑猫的后颈；猫湿淋淋的身体低垂在狗的下颚边，后腿拖着，没有挣扎。从 00:02.500 到 00:05.500: 狗的前爪踏在退去的回浪之下压实的沙滩上；它把胸部抬离浅水，下颌一直闭合并叼着猫的后颈，稳步涉水前行，大片的海水从它的皮毛上流泻而下。从 00:05.500 到 00:08.000: 狗以稳定的慢跑步伐走上湿沙滩，嘴里依然叼着虎斑猫的后颈；细流从两只动物身上落下，狗的耳朵随每一步上下颠动，猫的尾巴轻轻摆动。
overall_soundscape: [00:00.000–00:08.000] 层叠的海洋拍岸浪声：海浪嘶嘶地涌上沙面，停顿片刻，然后带着轻柔的嘎啦声向沙砾中排回。其源为可见的低潮拍岸浪线，有翻卷的波浪、泡沫和流过湿沙的回流，置于屏幕上。它与相应的可见动作同步。 [00:00.200–00:08.000] 沉重的划水溅落声和爪子拍水声，然后是当狗到达湿沙时沉重的涉水脚步声和滴水声。其源为先前已引入的对应主体，置于屏幕上。它与相应的可见动作同步。 [00:01.000–00:08.000] 狗发出的低沉、有节奏的鼻息和微弱的呼噜喘息声，而它的嘴正忙于叼着猫。其源为先前已引入的对应主体，置于屏幕上。它与相应的可见动作同步。
spoken_dialogue: 无。
non_diegetic_music: 无。
hard_constraints: 保留源提示中明确陈述的每个主体、动作、属性、数量、关系、场景、镜头指令和风格约束。",zh,vp-050,vidprom_50k,vidprom_50k-dbb6d990b7cd8177,d7f2523786e94706fe542a1e91364a7bfa83499e42b03220dcd3caf8d873c24f
100,52050,"integrated_multimodal_description: Visual style: High-key macro product footage of wet fruit; the purple plum skin is rendered in crisp detail, with clean white negative space and bright, diffused studio light. Setting: A seamless white studio background with a matte white circular turntable centered beneath the plums; no props, labels, or colored elements appear. Duration: 8 seconds. [Shot 1, 00:00.000–00:08.000] Macro close-up with the plums forming a tight cluster in the middle of the frame; the closest plum dominates the lower center while the other two sit behind it; pure white background isolates the group. Stationary macro camera, angled slightly down toward the turntable; no camera movement, so the only motion is the turntable rotation and the evolving water drops. Visible subjects: A group of three large purple plums grouped in a shallow cluster; their skins are deep violet with darker purple blush and a soft, slightly dusty bloom. White circular turntable platter rotating beneath the plums; its top surface catches soft studio light and remains within the lower edge of the macro frame. Visible fine mist that appears briefly as a hazy streak moving from the lower-right edge across the plums; it lasts about one second and clears quickly. Clear liquid beads that form on the plum skins; they begin small and become fewer, larger, rounded drops. Throughout the shot: The turntable rotates clockwise from the first frame; the three plums move together around the platter, and the foreground plum's skin turns gradually from a dry, powdery area toward a smooth, more reflective curve. The rotation remains continuous while the mist and droplets appear. From 00:01.400 to 00:02.600: A fine mist enters from the lower-right corner as a faint translucent streak, sweeps across the plum cluster, and vanishes; it does not obscure the white background. From 00:02.000 to 00:08.000: Tiny droplets soon bead on the upper surfaces of the purple skins; as the turntable continues, these beads merge into larger hemispherical drops that reflect the studio key light and cling to the curved fruit.
overall_soundscape: [00:00.000–00:08.000] Quiet mechanical hum of the turntable motor, present from the start. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:01.400–00:02.600] Soft brief hiss of fine mist, synchronized with the visible plume; no other audio accompanies the droplet formation. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action.
spoken_dialogue: None.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vb-051,vbench,vbench-400a32f28bcc0af9,75cee760f2b4098c790362775376207e38986b72856bf80eadf205cefe9810b8
101,52050,"integrated_multimodal_description: 视觉风格：高调微距产品画面，展示湿润的水果；紫色李子皮呈现清晰细节，画面带有干净的白色负空间以及明亮、漫射的影棚光。场景：无缝白色影棚背景，哑光白色圆形转盘位于李子正下方中央；不出现任何道具、标签或彩色元素。时长：8 seconds。[Shot 1, 00:00.000–00:08.000] 微距特写，李子在画面中央形成紧密的一簇；最前方的李子占据下方中央，另外两颗位于其后方；纯白背景将这一组主体隔离出来。固定微距摄影机，略微向下朝向转盘；摄影机无移动，因此唯一运动是转盘旋转和不断演变的水滴。可见主体：三颗大紫李子聚成浅浅的一簇；果皮呈深紫色，带较深的紫色红晕和一层柔和、略呈粉状的果粉。白色圆形转盘盘体在李子的下方旋转；其顶面承接柔和的影棚光，并保持在微距画面的下边缘内。可见的细微水雾短暂出现，呈模糊条带从右下边缘穿过李子；持续约一秒钟后迅速消散。李子皮上形成的清澈液珠起初很小，随后变成更少、更大、更圆的水滴。全程镜头中：转盘从第一帧起顺时针旋转；三颗李子一起绕转盘移动，前景李子的表皮逐渐从干燥、粉质的区域转向光滑、更具反光性的弧面。水雾和水滴出现时旋转保持连续。从 00:01.400 到 00:02.600：一股细微水雾从右下角进入，呈淡淡的半透明条带，扫过李子簇后消失；它不会遮蔽白色背景。从 00:02.000 到 00:08.000：细小水滴很快在紫色果皮的上表面凝成珠状；随着转盘继续旋转，这些水珠合并成更大的半球形水滴，反射影棚主光并附着在弧形的果面上。
overall_soundscape: [00:00.000–00:08.000] 转盘电机安静的机械嗡鸣声，从一开始就存在。其声源是先前已在屏幕上引入的对应主体。它与对应的可见动作同步。[00:01.400–00:02.600] 细微水雾轻柔而短暂的嘶声，与可见雾缕同步；水滴形成时没有其他音频伴随。其声源是先前已在屏幕上引入的对应主体。它与对应的可见动作同步。
spoken_dialogue: 无。
non_diegetic_music: 无。
hard_constraints: 保留源提示中明确陈述的每一个主体、动作、属性、数量、关系、场景、摄影机指示和风格约束。",zh,vb-051,vbench,vbench-400a32f28bcc0af9,52d295651ee688f4ab8eae3d6116937fdcddb0117a22f61a53266dba437902d7
102,52051,"integrated_multimodal_description: Visual style: Photorealistic wildlife footage, warm late-afternoon sunlight, shallow depth of field, slow steady push-in, natural color grading. Setting: A dry savanna with a small sunlit waterhole with muddy banks. Duration: 8 seconds. [Shot 1, 00:00.000–00:08.000] Medium-wide shot from the side, keeping the elephant's head, trunk, and back in frame. Slow, steady push-in toward the elephant across the water. Visible subjects: An adult savanna elephant with dusty gray wrinkled skin, large fanning ears, and a long trunk, standing ankle-deep in the waterhole. Shallow watering hole with muddy edges, glinting water surface, and ripples spreading outward from the elephant. From 00:00.000 to 00:01.500: The elephant lowers the tip of its trunk into the undisturbed water, creating concentric ripples that spread across the surface. From 00:01.500 to 00:04.000: The elephant draws water up into its trunk; the trunk visibly thickens and a few droplets fall back into the waterhole. From 00:04.000 to 00:05.500: The elephant lifts its water-filled trunk upward and curls it over its head toward its back. From 00:05.500 to 00:07.500: The elephant forcefully sprays a wide, sparkling stream of water across its shoulders and back; droplets scatter and glint in the sunlight. From 00:07.500 to 00:08.000: The last water sheets down the elephant's dusty skin, and the elephant gives a relaxed flick of its ears.
overall_soundscape: [00:00.000–00:08.000] Distant savanna birdsong and faint insect buzzing under a dry breeze. Its source is the surrounding environment, placed off screen. [00:00.100–00:01.300] A soft wet splash and trickle as the trunk tip presses into the water. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:01.600–00:03.900] Deep gurgling and sucking sounds as the elephant takes water into its trunk. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:05.600–00:07.400] A forceful whoosh followed by a broad, splattering cascade of water hitting skin and shoulders. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action.
spoken_dialogue: None.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vb-052,vbench,vbench-2c7093c88c92677b,46efb79619e0e99bb09fb2c42636d4a4588843a0ea9a69dfbe66e2870b14bee0
103,52051,"integrated_multimodal_description:视觉风格：照片级逼真的野生动物画面，午后晚些时候的温暖阳光，浅景深，缓慢稳定的推镜，自然调色。场景：一片干燥的稀树草原，有一个阳光照亮的小水坑，周边泥泞。时长：8 seconds。[Shot 1, 00:00.000–00:08.000]从侧面拍摄的中全景镜头，将大象的头部、象鼻和背部保持在画面内。缓慢稳定地穿过水面推近大象。可见主体：一头成年稀树草原象，皮肤沾满灰尘、呈灰色且起皱，耳朵呈宽大的扇形，象鼻很长，站在水深及踝的水坑中。水坑较浅，边缘泥泞，水面闪光，涟漪从大象处向外扩散。从00:00.000到00:01.500：大象将象鼻尖端垂入未被扰动的水中，激起同心圆状涟漪在水面扩散。从00:01.500到00:04.000：大象将水吸进鼻中；象鼻明显变粗，几滴水珠落回水坑中。从00:04.000到00:05.500：大象向上抬起装满水的象鼻，弯过头顶朝向后背。从00:05.500到00:07.500：大象用力喷出一股宽阔、闪亮的水流，越过肩膀和背部；水珠四散，在阳光下闪烁。从00:07.500到00:08.000：最后的水流成片地沿大象沾尘的皮肤流下，大象放松地扇动了一下耳朵。
overall_soundscape:[00:00.000–00:08.000]远处稀树草原的鸟鸣声和干燥微风中微弱的昆虫嗡嗡声。其声源是周围环境，位于画面外。[00:00.100–00:01.300]鼻尖压入水中时发出轻柔湿润的飞溅声和细流声。其声源是先前引入的对应主体，位于画面内。它与相应的可见动作同步。[00:01.600–00:03.900]大象将水吸入鼻中时发出低沉的咕噜声和吮吸声。其声源是先前引入的对应主体，位于画面内。它与相应的可见动作同步。[00:05.600–00:07.400]一声有力的嗖嗖声，随后是宽阔的水花四溅水流冲击皮肤和肩膀的声音。其声源是先前引入的对应主体，位于画面内。它与相应的可见动作同步。
spoken_dialogue:无。
non_diegetic_music:无。
hard_constraints:保留源提示中明确陈述的每个主体、动作、属性、数量、关系、场景、镜头指令和风格约束。",zh,vb-052,vbench,vbench-2c7093c88c92677b,84ec16b014fb3dd8f2c8db685708015c24c80de303b1bcd5d9d2aaa6fa76a54c
104,52052,"integrated_multimodal_description: Visual style: Photorealistic cinematic landscape cinematography; crisp winter sunlight, cold blue shadows, and a slow aerial glide accentuate the depth and twisting path of the canyon. Setting: High-elevation rocky mountain landscape in winter: snow-blanketed flanks and jagged peaks surround and shadow deep canyons, while the canyon system bends and narrows between the high summits. Duration: 8 seconds. [Shot 1, 00:00.000–00:02.750] Ultra-wide aerial establishing view of rocky peaks and the dark canyon mouth below. Slow aerial descent over a snowy ridge, holding the clustered peaks in the upper frame. Visible subjects: Broad rocky mountain slopes and ledges covered with a continuous snow blanket, encircling the canyon network. Sharp, high-elevation peaks rising above the snowy mountain ridges, with broken gray rock showing through patches of snow. Deep, shadow-filled canyon system with twisting bends, undercut rocky walls, and dark low-lying floors. Throughout the shot: Snow-blanketed rocky mountains ring the deep canyon while jagged high peaks cast long blue shadows onto its shadowed lower walls. [Shot 2, 00:02.750–00:05.500] Wide aerial three-quarter view looking down a canyon bend. Camera continues descending and eases along the bend as the canyon walls grow taller. Throughout the shot: The canyon floor twists and bends sharply as it drops between the snowy mountains, revealing dark undercut rock ledges and hanging snow cornices. [Shot 3, 00:05.500–00:08.000] Medium-wide view up the narrowing canyon corridor toward the highest peaks. Steady advancing push into the corridor as wind-blown snow crosses the sunny ridge. Throughout the shot: At the innermost bend, the canyon narrows between the highest peaks; a gust lifts loose snow off the sunlit ridge and sends crystals feathered down into the dark canyon shadow.
overall_soundscape: [00:00.000–00:08.000] Continuous dry high-altitude wind sighs over snowy slopes and through the twisting canyon gaps. Its source is the corresponding previously introduced subject, placed on screen. [00:06.000–00:06.800] A compact gust hisses across the rocky summit and scatters loose snow into the canyon. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action.
spoken_dialogue: None.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vb-053,vbench,vbench-da22f0be9c9a1e9d,e121923452ef40a5f7043a72a39f97e49d3e18df8124076669cf6d93c6c28a92
105,52052,"integrated_multimodal_description: 视觉风格：照片级真实的电影化风景摄影；清冽的冬季阳光、冷蓝色阴影和缓慢的空中滑翔凸显了峡谷的深度与蜿蜒路径。场景：冬季的高海拔岩质山地景观：积雪覆盖的山翼与锯齿状山峰环绕并遮蔽着幽深的峡谷，同时峡谷系统在高峰之间弯曲收窄。时长：8 seconds。[Shot 1, 00:00.000–00:02.750] 超广角空中建立镜头，展现岩石山峰及其下方幽暗的峡谷口。缓慢空中下降越过积雪山脊，将簇拥的山峰保持在上方画幅中。可见主体：宽阔的岩质山坡与岩石台地覆盖着连续的雪毯，环绕着峡谷网络。尖锐的高海拔山峰耸立于积雪的山脊之上，破碎的灰色岩石从片片积雪中露出。深邃、充满阴影的峡谷系统，带有蜿蜒的弯道、下部凹陷的岩壁与黑暗低洼的谷底。整个镜头中：覆雪岩山环绕深谷，而参差的高峰将其长长的蓝色阴影投射到深谷阴暗的下壁。[Shot 2, 00:02.750–00:05.500] 俯瞰峡谷弯道的广角空中四分之三视角。摄影机持续下降并沿弯道缓行，峡谷壁随之升高。整个镜头中：峡谷底部在雪山间下落时急剧扭转折弯，露出幽暗的内凹岩架与悬垂的雪檐。[Shot 3, 00:05.500–00:08.000] 朝最高峰方向沿收窄的峡谷走廊向上的中宽景。稳步推进进入走廊，同时风吹雪飘过阳光明媚的山脊。整个镜头中：在最内侧的弯道，峡谷在最高峰之间收窄；一阵风将松散积雪卷离向阳山脊，使雪晶羽状飘落进黑暗的峡谷阴影中。
overall_soundscape: [00:00.000–00:08.000] 持续干燥的高海拔风在积雪的斜坡上叹息，穿过曲折的峡谷间隙。其声源是先前引入的对应主体，位于画面中。[00:06.000–00:06.800] 一阵短促的风嘶嘶掠过岩石山巅，将松散雪吹入峡谷。其声源是先前引入的对应主体，位于画面中。它与对应的可见动作同步。
spoken_dialogue: 无。
non_diegetic_music: 无。
hard_constraints: 保留源提示中明确陈述的每个主体、动作、属性、数量、关系、场景、摄影机指令和风格约束。",zh,vb-053,vbench,vbench-da22f0be9c9a1e9d,f6834ddb7c4a6ea14b0e65964e5c286d71b0385e05526a675b1278d81ff96642
106,52053,"integrated_multimodal_description: Visual style: Naturalistic corporate video style: bright but soft office lighting, neutral colors, realistic shallow depth of field, and a clean professional meeting-room atmosphere. Setting: A modern conference room with a long table, office chairs, and a large wall-mounted presentation screen. A room full of colleagues is seated around the table facing the presenter and screen. Duration: 8 seconds. [Shot 1, 00:00.000–00:03.200] Wide shot from the back-left corner of the room, showing colleagues around the table in the foreground and the presenter standing in front of the wall display. Slow push-in toward the presenter, then holds steady. Visible subjects: The presenter, an adult person in smart business attire, standing near the front screen and holding a wireless clicker. Small dark-gray wireless presentation clicker held by the presenter. Large wall-mounted presentation display at the front of the room, currently showing slides. From 00:00.150 to 00:00.850: The presenter gazes at the audience and lifts the wireless clicker into a ready position. From 00:01.000 to 00:01.350: The presenter presses the button on the wireless presentation clicker. From 00:01.400 to 00:02.400: The wall display changes from a title slide to a clean bar chart whose bars show an upward trend. [Shot 2, 00:03.200–00:05.800] Over-the-shoulder shot from behind a seated colleague, looking toward the presenter and the presentation screen. Static with a slight handheld drift. From 00:03.300 to 00:03.800: The presenter turns halfway toward the screen and raises a hand toward the chart. From 00:03.900 to 00:05.600: The presenter's hand traces along the rising bars of the chart while continuing the presentation. [Shot 3, 00:05.800–00:08.000] Medium-wide three-quarter shot from beside the wall display, framing the presenter in profile and showing a section of colleagues around the table. Gentle handheld push-in toward the presenter and the note-taking colleague. Visible subjects: A room full of colleagues seated around the conference table, facing the presenter and screen. One colleague seated near the end of the conference table, with an open notebook and pen at hand. From 00:06.100 to 00:07.900: Several colleagues nod in agreement, aud_note writes in the open notebook, and the presenter smiles while lowering the clicker.
overall_soundscape: [00:00.000–00:08.000] Low room tone with soft HVAC, occasional chair creaks, and quiet paper or pen sounds from the colleagues. Its source is the surrounding environment, placed off screen. [00:01.050–00:01.400] Soft mechanical click from the wireless presentation clicker as the presenter presses the button. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action.
spoken_dialogue: [00:03.500–00:06.900] The previously introduced speaker says exactly “This is the key point I really want to emphasize today.” in en, spoken in the scene. Delivery: Clear, measured, warm presentation delivery with a brief pause before 'really want'. Voice: Clear, confident adult presentation voice.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vb-054,vbench,vbench-d08f86b8c22b466b,e876c777938cbe864f6ebf5878743a8e092d1c2bec2b5abf119d582a30bdf74e
107,52053,"integrated_multimodal_description: 视觉风格：自然主义企业视频风格：明亮但柔和的办公照明、中性色彩、写实的浅景深，以及干净专业的会议室氛围。场景：一间现代会议室，配有长桌、办公椅和大型壁挂式演示屏幕。满屋的同事围坐在桌旁，面对演示者和屏幕。时长：8 seconds。 [Shot 1, 00:00.000–00:03.200] 广角镜头从房间左后角拍摄，前景是围桌而坐的同事，演示者站在壁挂显示屏前。缓慢推向演示者，然后保持稳定。可见主体：演示者是一名衣着得体商务装的成年人，站在前方屏幕附近，手持无线翻页笔。演示者手持一个小型深灰色无线演示翻页笔。房间前方的大型壁挂式演示显示屏，当前显示幻灯片。从 00:00.150 到 00:00.850：演示者注视观众，并将无线翻页笔举到预备位置。从 00:01.000 到 00:01.350：演示者按下无线演示翻页笔上的按钮。从 00:01.400 到 00:02.400：壁挂显示屏从标题幻灯片切换为简洁的柱状图，其柱条呈上升趋势。 [Shot 2, 00:03.200–00:05.800] 过肩镜头从一位坐着的同事身后拍摄，朝向演示者和演示屏幕。镜头固定，带有轻微手持漂移。从 00:03.300 到 00:03.800：演示者半转身面向屏幕，并向图表抬起一只手。从 00:03.900 到 00:05.600：演示者的手沿着图表中上升的柱条移动，同时继续演示。 [Shot 3, 00:05.800–00:08.000] 中宽四分之三镜头从壁挂显示屏旁拍摄，以侧面构图框住演示者，并显示桌边的一部分同事。轻柔的手持推进推向演示者和做笔记的同事。可见主体：满屋的同事围坐在会议桌旁，面对演示者和屏幕。一位同事坐在会议桌末端附近，手边有一本打开的笔记本和一支笔。从 00:06.100 到 00:07.900：几位同事点头表示同意，aud_note 在打开的笔记本上写字，演示者微笑着放下翻页笔。
overall_soundscape: [00:00.000–00:08.000] 低沉的室内环境底噪，伴以轻柔的 HVAC、偶尔的椅子吱嘎声，以及同事发出的轻微纸张声或笔声。其声源来自周围环境，置于画外。[00:01.050–00:01.400] 演示者按下按钮时，无线演示翻页笔发出轻柔的机械咔哒声。其声源是前面介绍的对应主体，置于画内，并与对应的可见动作同步。
spoken_dialogue: [00:03.500–00:06.900] 前面介绍的说话者在场景中用英语准确说出：“This is the key point I really want to emphasize today.”。表达方式：清晰、沉稳、温暖的演讲式表达，在 'really want' 之前稍作停顿。声音：清晰、自信的成人演讲嗓音。
non_diegetic_music: 无。
hard_constraints: 保留源提示中明确陈述的每个主体、动作、属性、数量、关系、场景、镜头指令和风格约束。",zh,vb-054,vbench,vbench-d08f86b8c22b466b,ecdddd979ff86599140df45acf84999b746fb6899c2df3289d66a966e4308285
108,52054,"integrated_multimodal_description: Visual style: Oil-painted visual style: visible expressive brushwork, glossy wet surfaces, deep blue-green shadows, warm amber gaslight, soft glowing highlights on rain, and painterly rather than photorealistic figures. Setting: A rain-soaked evening street of tall brick townhouses with iron railings and lit windows. Heavy rain slants through amber lamplight, wet pavement mirrors the streetlights, and at the right edge a short stone stoop and portico lead to the couple's warmly glowing front doorway. Duration: 8 seconds. [Shot 1, 00:00.000–00:08.000] Medium-wide shot following the two umbrella-topped figures as they move left to right, then settling in a medium shot as they pause under the portico. Slow lateral tracking that curves into a gentle push-in as the couple nears the townhouse steps. Visible subjects: One partner in formal evening wear: black tailcoat, white bow tie, and top hat, carrying an opened black umbrella. The other partner in formal evening wear: a long deep-green gown, upswept hair, and an opened black umbrella. The two opened black umbrellas held by the couple, slick with rainwater and catching the gaslight. The heavy downpour itself: slanting rain streaking through the lamplight, splashing on pavement, and streaming from the umbrella rims. From 00:00.000 to 00:02.400: The two figures hurry along the glistening pavement beneath two opened black umbrellas. Rain streaks diagonally through warm lamplight, bounces on the wet stones, and pours off the umbrella rims as they angle forward. From 00:02.400 to 00:05.700: A strong gust shoves rain almost sideways. One umbrella canopy flares backward, pulling the partner holding it a half-step before they grip the handle with both hands and tilt it into the wind. The other partner steps close and angles their own umbrella to shield both of them while coat-tails and the gown's hem flap in the wet air. From 00:05.700 to 00:08.000: The couple climbs the last wet stone step, passes beneath the portico, and arrives in the warm spill of the lit doorway. One partner lowers an umbrella with a shake, sending a spray of droplets across the step, while the other turns toward the door; rain continues to streak past beyond the portico's shelter.
overall_soundscape: [00:00.000–00:08.000] Continuous heavy rain hissing and pattering on umbrella canopies, pavement, stone steps, and window glass. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:02.400–00:03.400] A sudden wet fabric thump and rustle as one umbrella canopy flares backward in the wind. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action. [00:05.700–00:08.000] Heavy droplets patter from the shaken umbrella onto the stone step beneath the portico, mixed with softer dripping from the other umbrella. Its source is the corresponding previously introduced subject, placed on screen. It is synchronized with the corresponding visible action.
spoken_dialogue: None.
non_diegetic_music: None.
hard_constraints: Preserve every subject, action, attribute, count, relationship, setting, camera instruction, and style constraint explicitly stated in the source prompt.",en,vb-055,vbench,vbench-567bae6161defff3,2616d61e93eb96e926fdae45b74475c4d83fddefe1257844a77264ec7b218d8e
109,52054,"integrated_multimodal_description: 视觉风格：油画式视觉风格：可见富有表现力的笔触、光亮湿润的表面、深蓝绿色阴影、温暖的琥珀色煤气灯光、雨上柔和发光的高光，以及绘画式而非照片写实的人物。场景：一条被雨浸透的傍晚街道，两旁是高大的砖砌联排房屋，带有铁栏杆和亮着灯的窗户。大雨斜穿过琥珀色的灯光，湿漉漉的路面倒映着街灯；在右侧边缘，一段低矮的石砌门阶和门廊通向这对伴侣温暖发光的正门入口。时长：8 seconds。 [Shot 1, 00:00.000–00:08.000] 中远景镜头跟拍两个被雨伞遮顶的身影从左向右移动，然后当他们停在门廊下时，落定为一个中景。缓慢的横向跟拍在这对伴侣靠近联排房屋台阶时呈弧线转为轻柔推近。可见主体：一位伴侣身着正式晚装：黑色燕尾服、白色领结和高顶礼帽，手持一把打开的黑色雨伞。另一位伴侣身着正式晚装：一袭深绿色长裙，头发向上挽起，手持一把打开的黑色雨伞。这对伴侣手持的两把打开的黑色雨伞被雨水浸得发亮，映照着煤气灯光。倾盆大雨本身：斜雨在灯光中拉成雨丝，在路面上溅起，并从伞沿流下。从 00:00.000 到 00:02.400：两个身影在两把打开的黑色雨伞下，沿着泛着光的路面匆匆而行。雨丝斜斜地划穿温暖的灯光，在湿漉漉的石块上溅起，并在他们前倾时从伞沿倾泻而下。从 00:02.400 到 00:05.700：一阵狂风几乎把雨横向吹去。一把雨伞的伞面向后翻卷，把持伞的伴侣带得退了半步，随后双手抓住伞柄，将伞迎风倾斜。另一位伴侣靠近过来，倾斜自己的伞为两人遮挡，同时燕尾服后摆与长裙裙摆在潮湿的空气中飘动。从 00:05.700 到 00:08.000：这对伴侣登上最后一级湿漉漉的石阶，穿过门廊下方，来到亮着灯的门道那温暖的光线之中。一位伴侣抖了一下雨伞，把它放低，将一片水滴甩过台阶；另一位则转向门口；门廊遮蔽范围之外，雨仍持续成线地掠过。
overall_soundscape: [00:00.000–00:08.000] 持续不断的大雨嘶嘶作响并嗒嗒地打在雨伞伞面、路面、石阶和窗玻璃上。其声源是先前引入的相应主体，位于画面中。它与相应的可见动作同步。[00:02.400–00:03.400] 当一把雨伞的伞面在风中被向后翻卷时，突然发出一声潮湿织物般的闷响和窸窣声。其声源是先前引入的相应主体，位于画面中。它与相应的可见动作同步。[00:05.700–00:08.000] 被抖过的那把伞落下的大颗水滴嗒嗒地打在门廊下的石阶上，与另一把伞更轻柔的滴水声混在一起。其声源是先前引入的相应主体，位于画面中。它与相应的可见动作同步。
spoken_dialogue: 无。
non_diegetic_music: 无。
hard_constraints: 保留源提示中明确陈述的每一个主体、动作、属性、数量、关系、场景、镜头指示和风格约束。",zh,vb-055,vbench,vbench-567bae6161defff3,d1388632b4e2e3b1334b7cfb257e79d54b55aa5344ea5ba63d66dcecf8bfe415
